MONTH,FII (INR Crore),,,DII (INR Crore),,,NIFTY
,Buy Amount,Sell Amount,Net Amount,Buy Amount,Sell Amount,Net Amount,
"20 Jun, 2023",11733.88,13676.5,-1942.62,9851.71,7879.2,1972.51,18816.761.25 (0.33%)
"19 Jun, 2023",8354.9,9385.8,-1030.9,6412.2,6777.4,-365.2,18755.45-70.55 (-0.37%)
"16 Jun, 2023",17939.03,17144.25,794.78,7945.59,7264.26,681.33,18826137.9 (0.74%)
"15 Jun, 2023",12641.91,9556.4,3085.51,6798.75,7096.63,-297.88,18688.1-67.8 (-0.36%)
"14 Jun, 2023",10413.72,8699,1714.72,6242.94,6897.71,-654.77,18755.939.75 (0.21%)
"13 Jun, 2023",12967.79,11290.19,1677.6,6753.95,6957.27,-203.32,18716.15114.65 (0.62%)
"12 Jun, 2023",6321.86,6948.48,-626.62,6663.64,4869.79,1793.85,18601.538.1 (0.21%)
"09 Jun, 2023",13631.62,13940.59,-308.97,6234.12,4988.61,1245.51,18563.4-71.15 (-0.38%)
"08 Jun, 2023",8013.28,7800.88,212.4,5461.85,5866.86,-405.01,18634.55-91.85 (-0.49%)
"07 Jun, 2023",9569.91,8187.34,1382.57,5931.8,5539.5,392.3,18726.4127.4 (0.68%)
"06 Jun, 2023",8963.44,8577.73,385.71,5946.73,6435.75,-489.02,185995.15 (0.03%)
"05 Jun, 2023",7740.87,8441.85,-700.98,7460.68,6264.7,1195.98,18593.8559.75 (0.32%)
"02 Jun, 2023",10393.93,11052.81,-658.88,6951.54,6369.69,581.85,18534.146.35 (0.25%)
"01 Jun, 2023",8751.66,8822.73,-71.07,5715.08,5226.15,488.93,18487.75-46.65 (-0.25%)
,,,,,,,
"31 May, 2023",65024.36,61618.46,3405.9,11726.46,14254.98,-2528.52,18534.4-99.45 (-0.53%)
"30 May, 2023",9789.47,7703.85,2085.62,5937.03,6375.96,-438.93,18633.8535.2 (0.19%)
"29 May, 2023",7767,6008.84,1758.16,6217.74,5364.17,853.57,18598.6599.3 (0.54%)
"26 May, 2023",8203.32,7853.17,350.15,7705.6,5864.62,1840.98,18499.35178.2 (0.97%)
"25 May, 2023",8521.07,7931.97,589.1,5522.8,5184.36,338.44,18321.1535.75 (0.2%)
"24 May, 2023",8548.49,7362.65,1185.84,5880.82,5579.89,300.93,18285.4-62.6 (-0.34%)
"23 May, 2023",7829.51,7647,182.51,5543.09,5145.8,397.29,1834833.6 (0.18%)
"22 May, 2023",6956.61,6033.72,922.89,5486.82,4882.25,604.57,18314.4111 (0.61%)
"19 May, 2023",7325.4,7438.86,-113.46,6427.8,5356.45,1071.35,18203.473.45 (0.41%)
"18 May, 2023",7731.46,6761.28,970.18,4830.85,5680.81,-849.96,18129.95-51.8 (-0.28%)
"17 May, 2023",7478.25,7328.92,149.33,6046.8,6250.67,-203.87,18181.75-104.75 (-0.57%)
"16 May, 2023",7783.16,6376.3,1406.86,6138.61,7024.78,-886.17,18286.5-112.35 (-0.61%)
"15 May, 2023",7676.34,5991.05,1685.29,5505.55,5314.35,191.2,18398.8584.05 (0.46%)
"12 May, 2023",9159.49,8145.43,1014.06,5457.4,6379.59,-922.19,18314.817.8 (0.1%)
"11 May, 2023",7950.84,7113.63,837.21,7026.38,7226.47,-200.09,18297-18.1 (-0.1%)
"10 May, 2023",8094.74,6261.61,1833.13,5061.73,5851.4,-789.67,18315.149.15 (0.27%)
"09 May, 2023",9375.35,7433.16,1942.19,7148.35,6743.65,404.7,18265.951.55 (0.01%)
"08 May, 2023",8705.37,6581.61,2123.76,6252.52,6007.25,245.27,18264.4195.4 (1.08%)
"05 May, 2023",8242.95,7465.27,777.68,4956.49,7155.26,-2198.77,18069-186.8 (-1.02%)
"04 May, 2023",7311.04,5896.31,1414.73,5611.15,5169.59,441.56,18255.8165.95 (0.92%)
"03 May, 2023",7498.83,6160.83,1338,5390.76,5974.75,-583.99,18089.85-57.8 (-0.32%)
"02 May, 2023",9972.5,7975.15,1997.35,5649.54,6043.59,-394.05,18147.6582.65 (0.46%)
,,,,,,,
"28 Apr, 2023",13577.29,10272.97,3304.32,6319.21,6054.94,264.27,18065149.95 (0.84%)
"27 Apr, 2023",7139.97,5487.02,1652.95,5638.01,5540.94,97.07,17915.05101.45 (0.57%)
"26 Apr, 2023",7813.62,6556.14,1257.48,5220.23,5448.11,-227.88,17813.644.35 (0.25%)
"25 Apr, 2023",9244.21,9651.56,-407.35,6547.47,5983.86,563.61,17769.2525.85 (0.15%)
"24 Apr, 2023",6218.8,6631.07,-412.27,6138.64,4961.46,1177.18,17743.4119.35 (0.68%)
"21 Apr, 2023",5127.72,7244.48,-2116.76,5475.84,3843.18,1632.66,17624.05-0.4 (0%)
"20 Apr, 2023",5773.84,6943.16,-1169.32,4753.35,3920.63,832.72,17624.455.7 (0.03%)
"19 Apr, 2023",7981.93,7995.1,-13.17,5297.87,5408.29,-110.42,17618.75-41.4 (-0.23%)
"18 Apr, 2023",7398.08,8208.68,-810.6,6490.97,6089.31,401.66,17660.15-46.7 (-0.26%)
"17 Apr, 2023",13386.64,13919.84,-533.2,8329.95,8060.3,269.65,17706.85-121.15 (-0.68%)
"13 Apr, 2023",8033.11,7811.26,221.85,6526.46,6800.14,-273.68,1782815.6 (0.09%)
"12 Apr, 2023",8459.37,6551.42,1907.95,7428.04,7653.26,-225.22,17812.490.1 (0.51%)
"11 Apr, 2023",6931.95,6589.11,342.84,7786.89,8050.91,-264.02,17722.398.25 (0.56%)
"10 Apr, 2023",4057.8,3175.28,882.52,7060.71,6709.21,351.5,17624.0524.9 (0.14%)
"06 Apr, 2023",5655.59,5179.78,475.81,5642.16,6639.24,-997.08,17599.1542.1 (0.24%)
"05 Apr, 2023",7383.8,6576.98,806.82,7231.94,8179.15,-947.21,17557.05159 (0.91%)
"03 Apr, 2023",4856.03,4534.1,321.93,5195.98,5524.22,-328.24,17398.0538.3 (0.22%)
,,,,,,,
"31 Mar, 2023",11402.22,11044.36,357.86,8212.34,5732.38,2479.96,17359.75279.05 (1.63%)
"29 Mar, 2023",9096.96,7851.57,1245.39,10196.06,9373.07,822.99,17080.7129 (0.76%)
"28 Mar, 2023",7055.25,5524.12,1531.13,4637.91,4794.02,-156.11,16951.7-34 (-0.2%)
"27 Mar, 2023",4883.36,5774,-890.64,5375.63,3566.69,1808.94,16985.740.65 (0.24%)
"24 Mar, 2023",5290.76,7011.2,-1720.44,5418.24,2862.71,2555.53,16945.05-131.85 (-0.77%)
"23 Mar, 2023",5939.87,6934.88,-995.01,6185.11,4516.26,1668.85,17076.9-75 (-0.44%)
"22 Mar, 2023",6159.55,6097.83,61.72,4755.39,4371.88,383.51,17151.944.4 (0.26%)
"21 Mar, 2023",5900.64,7355.27,-1454.63,7628.22,5682.16,1946.06,17107.5119.1 (0.7%)
"20 Mar, 2023",4747.89,7293.76,-2545.87,9105.37,6228.73,2876.64,16988.4-111.65 (-0.65%)
"17 Mar, 2023",18734.4,20500.93,-1766.53,9693.46,7876.32,1817.14,17100.05114.45 (0.67%)
"16 Mar, 2023",7993.16,8275.22,-282.06,9226.46,7175.01,2051.45,16985.613.45 (0.08%)
"15 Mar, 2023",5769.42,7040.67,-1271.25,6343.8,4519.86,1823.94,16972.15-71.15 (-0.42%)
"14 Mar, 2023",6737.37,9824.33,-3086.96,7024.22,4902.28,2121.94,17043.3-111 (-0.65%)
"13 Mar, 2023",10135.27,11682.13,-1546.86,7476.55,6057.97,1418.58,17154.3-258.6 (-1.49%)
"10 Mar, 2023",5117.34,7178.81,-2061.47,5167.71,3817.58,1350.13,17412.9-176.7 (-1%)
"09 Mar, 2023",7570.52,8132.3,-561.78,4606.7,4564.29,42.41,17589.6-164.8 (-0.93%)
"08 Mar, 2023",11451,7779.44,3671.56,4625.58,5563.38,-937.8,17754.442.95 (0.24%)
"06 Mar, 2023",7035.15,6313.78,721.37,5659.58,4902.35,757.23,17711.45117.1 (0.67%)
"03 Mar, 2023",6969.39,6723.15,246.24,5869.61,3779.69,2089.92,17594.35272.45 (1.57%)
"02 Mar, 2023",20596.11,7825.3,12770.81,5948.15,3819.35,2128.8,17321.9-129 (-0.74%)
"01 Mar, 2023",6953.43,7378.31,-424.88,5918.73,4420.07,1498.66,17450.9146.95 (0.85%)
,,,,,,,
"28 Feb, 2023",18558.96,23118.17,-4559.21,9307.91,4698.04,4609.87,17303.95-88.75 (-0.51%)
"27 Feb, 2023",4315.2,6337.72,-2022.52,6621.25,4389.59,2231.66,17392.7-73.1 (-0.42%)
"24 Feb, 2023",8864.6,10334.94,-1470.34,5875.05,4474.07,1400.98,17465.8-45.45 (-0.26%)
"23 Feb, 2023",6791.35,8208.59,-1417.24,7010.44,5424.38,1586.06,17511.25-43.05 (-0.25%)
"22 Feb, 2023",6195.54,6775.36,-579.82,5711.53,5339.97,371.56,17554.3-272.4 (-1.53%)
"21 Feb, 2023",5465.61,4939.81,525.8,5318.43,5553.66,-235.23,17826.7-17.9 (-0.1%)
"20 Feb, 2023",4256.62,4415.57,-158.95,4980.3,4894.07,86.23,17844.6-99.6 (-0.56%)
"17 Feb, 2023",4809.72,5434.33,-624.61,5540.77,5626.06,-85.29,17944.2-91.65 (-0.51%)
"16 Feb, 2023",8580.54,7009.92,1570.62,7759.7,6182.43,1577.27,18035.8520 (0.11%)
"15 Feb, 2023",8547.86,8115.71,432.15,5880.41,5363.77,516.64,18015.8586 (0.48%)
"14 Feb, 2023",8418.32,7113.02,1305.3,5042.49,4837.7,204.79,17929.85158.95 (0.89%)
"13 Feb, 2023",7386.63,6064.24,1322.39,5361.52,4839.83,521.69,17770.9-85.6 (-0.48%)
"10 Feb, 2023",7700.57,6242.55,1458.02,4882.41,5173.75,-291.34,17856.5-36.95 (-0.21%)
"09 Feb, 2023",7049.05,7193.78,-144.73,5589.08,5794.33,-205.25,17893.4521.75 (0.12%)
"08 Feb, 2023",7617.8,8354.62,-736.82,6154.12,5212.96,941.16,17871.7150.2 (0.85%)
"07 Feb, 2023",7126.37,9686.33,-2559.96,6009.7,5369.88,639.82,17721.5-43.1 (-0.24%)
"06 Feb, 2023",6853.35,8071.49,-1218.14,5771.18,4568.09,1203.09,17764.6-89.45 (-0.5%)
"03 Feb, 2023",9482.09,10414.53,-932.44,7473.98,6209.24,1264.74,17854.05243.65 (1.38%)
"02 Feb, 2023",9780.82,12846.17,-3065.35,9470.68,7099.32,2371.36,17610.4-5.9 (-0.03%)
"01 Feb, 2023",14366.67,12581.46,1785.21,10711.5,10182.03,529.47,17616.3-45.85 (-0.26%)
,,,,,,,
"31 Jan, 2023",14776.22,20215.86,-5439.64,10974.09,6467.78,4506.31,17662.1513.2 (0.07%)
"30 Jan, 2023",10904.18,17696.98,-6792.8,11487.01,5974.38,5512.63,17648.9544.6 (0.25%)
"27 Jan, 2023",12414.78,18392.64,-5977.86,12373.41,8121.08,4252.33,17604.35-287.6 (-1.61%)
"25 Jan, 2023",5859.15,8253.09,-2393.94,8111.61,6733.12,1378.49,17891.95-226.35 (-1.25%)
"24 Jan, 2023",6403.88,7164.39,-760.51,6849.63,5704.88,1144.75,18118.3-0.25 (0%)
"23 Jan, 2023",5803.43,6023.3,-219.87,5925.39,5490.43,434.96,18118.5590.9 (0.5%)
"20 Jan, 2023",8288.8,10291.05,-2002.25,5809.29,4299.34,1509.95,18027.65-80.2 (-0.44%)
"19 Jan, 2023",7780.87,7380.89,399.98,4321.53,4450.49,-128.96,18107.85-57.5 (-0.32%)
"18 Jan, 2023",8386.64,8705.87,-319.23,6873.15,5647.19,1225.96,18165.35112.05 (0.62%)
"17 Jan, 2023",8445.26,8234.2,211.06,5239.45,5148.64,90.81,18053.3158.45 (0.89%)
"16 Jan, 2023",6260.07,7010.66,-750.59,5220.03,4534.07,685.96,17894.85-61.75 (-0.34%)
"13 Jan, 2023",9305.72,11728.11,-2422.39,5700.6,3747.2,1953.4,17956.698.4 (0.55%)
"12 Jan, 2023",8707.37,10370,-1662.63,6087.85,3960.2,2127.65,17858.2-37.5 (-0.21%)
"11 Jan, 2023",6980.52,10188.67,-3208.15,6859.92,4429.3,2430.62,17895.7-18.45 (-0.1%)
"10 Jan, 2023",6287.46,8396.8,-2109.34,6558.15,4751.53,1806.62,17914.15-187.05 (-1.03%)
"09 Jan, 2023",8643.63,8846.76,-203.13,6476.52,4752.73,1723.79,18101.2241.75 (1.35%)
"06 Jan, 2023",3855.85,6758.31,-2902.46,6638.39,5555.22,1083.17,17859.45-132.7 (-0.74%)
"05 Jan, 2023",7275.08,8724.53,-1449.45,6898.17,7092.26,-194.09,17992.15-50.8 (-0.28%)
"04 Jan, 2023",4508.21,7129.1,-2620.89,5601.36,4827.78,773.58,18042.95-189.6 (-1.04%)
"03 Jan, 2023",3077.09,3705.16,-628.07,5243.44,4892.87,350.57,18232.5535.1 (0.19%)
"02 Jan, 2023",1381.14,1593.71,-212.57,4660.71,3917.36,743.35,18197.4592.15 (0.51%)
,,,,,,,
"30 Dec, 2022",2252.66,5203.55,-2950.89,5715.85,3449.65,2266.2,18105.3-85.7 (-0.47%)
"29 Dec, 2022",4288.43,4861.21,-572.78,9634.45,9118.62,515.83,1819168.5 (0.38%)
"28 Dec, 2022",4202.71,5075.3,-872.59,4358.43,3985.56,372.87,18122.5-9.8 (-0.05%)
"27 Dec, 2022",2122.71,2990.36,-867.65,4402.91,3781.1,621.81,18132.3117.7 (0.65%)
"26 Dec, 2022",1769.08,2266.73,-497.65,5338.79,4053.05,1285.74,18014.6207.8 (1.17%)
"23 Dec, 2022",4131.62,4838.46,-706.84,7810.07,4411.09,3398.98,17806.8-320.55 (-1.77%)
"22 Dec, 2022",5389.99,4461.36,928.63,6606.9,4400.31,2206.59,18127.35-71.75 (-0.39%)
"21 Dec, 2022",4737.71,5856.82,-1119.11,6494.78,4737.41,1757.37,18199.1-186.2 (-1.01%)
"20 Dec, 2022",5678.42,5222.48,455.94,4951.34,4456.6,494.74,18385.3-35.15 (-0.19%)
"19 Dec, 2022",5276.33,5814.43,-538.1,4616.32,3928.94,687.38,18420.45151.45 (0.83%)
"16 Dec, 2022",10602.07,12577.51,-1975.44,7954.78,6412.28,1542.5,18269-145.9 (-0.79%)
"15 Dec, 2022",7387.82,8098.56,-710.74,4918.27,4657.35,260.92,18414.9-245.4 (-1.32%)
"14 Dec, 2022",7620.65,7248.49,372.16,6324.02,5397.57,926.45,18660.352.3 (0.28%)
"13 Dec, 2022",9675.09,9055.17,619.92,4933.37,4896.62,36.75,18608110.85 (0.6%)
"12 Dec, 2022",6982.52,7121.33,-138.81,5307.85,4612.25,695.6,18497.150.55 (0%)
"09 Dec, 2022",7515.54,7673.55,-158.01,6555.25,6053.62,501.63,18496.6-112.75 (-0.61%)
"08 Dec, 2022",8714.35,9846.02,-1131.67,6297.04,5524.75,772.29,18609.3548.85 (0.26%)
"07 Dec, 2022",6439.64,7681.51,-1241.87,5832.75,5443.9,388.85,18560.5-82.25 (-0.44%)
"06 Dec, 2022",7190.92,7826.27,-635.35,5627.26,6185.93,-558.67,18642.75-58.3 (-0.31%)
"05 Dec, 2022",8618.79,9757.86,-1139.07,7193.09,4585.11,2607.98,18701.054.95 (0.03%)
"02 Dec, 2022",10621.2,10406.44,214.76,5887.92,5175.58,712.34,18696.1-116.4 (-0.62%)
"01 Dec, 2022",7873.15,9439.08,-1565.93,9539.53,6874.55,2664.98,18812.554.15 (0.29%)
,,,,,,,
"30 Nov, 2022",39665.79,30655.38,9010.41,6841.34,10897.74,-4056.4,18758.35140.3 (0.75%)
"29 Nov, 2022",6600.32,5358.75,1241.57,5682.24,6426.66,-744.42,18618.0555.3 (0.3%)
"28 Nov, 2022",7780.3,6844.42,935.88,6377.54,6289.61,87.93,18562.7550 (0.27%)
"25 Nov, 2022",5715.97,5346.89,369.08,5358.11,5654.03,-295.92,18512.7528.65 (0.15%)
"24 Nov, 2022",6471.93,5239.95,1231.98,5850.7,6086.36,-235.66,18484.1216.85 (1.19%)
"23 Nov, 2022",7231.13,8020.99,-789.86,6123.98,5710.23,413.75,18267.2523.05 (0.13%)
"22 Nov, 2022",7288.52,7986.35,-697.83,5334.42,4698.03,636.39,18244.284.25 (0.46%)
"21 Nov, 2022",4890.72,6484.55,-1593.83,5991.73,4728.82,1262.91,18159.95-147.7 (-0.81%)
"18 Nov, 2022",7196.95,7948.15,-751.2,6098.43,5207.98,890.45,18307.65-36.25 (-0.2%)
"17 Nov, 2022",7595.66,6977.29,618.37,5433.88,4984.66,449.22,18343.9-65.75 (-0.36%)
"16 Nov, 2022",7929.75,8315.81,-386.06,6836.74,5399.34,1437.4,18409.656.25 (0.03%)
"15 Nov, 2022",7660.14,7881.46,-221.32,4851.11,5400.39,-549.28,18403.474.25 (0.41%)
"14 Nov, 2022",21769.03,20679.62,1089.41,5841.18,5794,47.18,18329.15-20.55 (-0.11%)
"11 Nov, 2022",12533.98,8575.75,3958.23,9849.11,9233.57,615.54,18349.7321.5 (1.78%)
"10 Nov, 2022",7068.96,7032.9,36.06,5976.85,6943.98,-967.13,18028.2-128.8 (-0.71%)
"09 Nov, 2022",9279.08,8892.25,386.83,6545.43,7605.55,-1060.12,18157-45.8 (-0.25%)
"07 Nov, 2022",9085.72,7137.21,1948.51,5814,6658.2,-844.2,18202.885.65 (0.47%)
"04 Nov, 2022",7418.79,5982.54,1436.25,5706.31,6254.9,-548.59,18117.1564.45 (0.36%)
"03 Nov, 2022",18495.14,17817.52,677.62,5015.94,5748.05,-732.11,18052.7-30.15 (-0.17%)
